,zip_code,date,desc,temperature,snow,windspeed,visibility,humidity,precipitation
12070,44114,2017-12-10,Partly cloudy,30,0.6,24,6,59,0.0
12071,44114,2017-12-11,Light snow,32,0.2,14,6,72,0.0
12072,44114,2017-12-12,Blizzard,20,0.6,34,0,72,0.0
12073,44114,2017-12-13,Heavy snow,22,1.0,22,1,92,0.0
12074,44114,2017-12-14,Moderate or heavy snow showers,23,0.1,16,4,77,0.0
12075,44114,2017-12-15,Blizzard,27,0.0,33,0,80,0.0
12076,44114,2017-12-16,Moderate or heavy snow showers,36,0.3,12,4,90,0.0
12077,44114,2017-12-17,Mist,35,0.0,10,1,97,0.0
12078,44114,2017-12-18,Overcast,40,0.0,21,6,94,0.0
12079,44114,2017-12-19,Cloudy,46,0.0,22,6,82,0.0
12080,44114,2017-12-20,Sunny,32,0.0,11,6,59,0.0
12081,44114,2017-12-21,Overcast,37,0.0,12,6,57,0.0
12082,44114,2017-12-22,Overcast,39,0.0,3,6,91,0.0
12083,44114,2017-12-23,Heavy snow,34,1.4,21,1,87,0.0
12084,44114,2017-12-24,Overcast,32,0.1,6,6,89,0.0
12085,44114,2017-12-25,Blizzard,20,0.0,36,0,74,0.0
12086,44114,2017-12-26,Overcast,14,0.3,21,6,78,0.0
12087,44114,2017-12-27,Moderate or heavy snow showers,12,1.0,20,4,80,0.0
12088,44114,2017-12-28,Moderate snow,15,0.3,1,3,76,0.0
12089,44114,2017-12-29,Moderate or heavy snow showers,18,0.3,19,4,81,0.0
12090,44114,2017-12-30,Blizzard,15,1.0,28,0,71,0.0
12091,44114,2017-12-31,Light snow,15,0.3,14,6,74,0.0
12092,44114,2018-01-01,Light snow,11,0.4,23,6,79,0.0
12093,44114,2018-01-02,Partly cloudy,11,0.1,25,6,79,0.0
12094,44114,2018-01-03,Cloudy,18,0.0,19,6,79,0.0
12095,44114,2018-01-04,Blowing snow,10,0.8,28,1,82,0.0
12096,44114,2018-09-01,Patchy rain possible,83,0.0,12,5,66,0.0
12097,44114,2018-09-02,Sunny,84,0.0,15,6,65,0.0
12098,44114,2018-09-03,Sunny,86,0.0,9,6,60,0.0
12099,44114,2018-09-04,Sunny,87,0.0,4,6,63,0.0
12100,44114,2018-09-05,Sunny,86,0.0,15,6,65,0.0
12101,44114,2018-09-06,Partly cloudy,77,0.0,17,6,68,0.0
12102,44114,2018-09-07,Light rain shower,75,0.0,19,6,72,0.0
12103,44114,2018-09-08,Overcast,63,0.0,20,6,73,0.0
12104,44114,2018-09-09,Light rain,60,0.0,36,5,85,0.0
12105,44114,2018-09-10,Overcast,65,0.0,18,6,80,0.0
12106,44114,2018-09-11,Cloudy,67,0.0,9,6,72,0.0
12107,44114,2018-09-12,Partly cloudy,71,0.0,12,6,74,0.0
12108,44114,2018-09-13,Partly cloudy,79,0.0,14,6,73,0.0
12109,44114,2018-09-14,Partly cloudy,80,0.0,11,6,71,0.0
12110,44114,2018-09-15,Sunny,81,0.0,13,6,69,0.0
12111,44114,2018-09-16,Partly cloudy,82,0.0,11,6,65,0.0
12112,44114,2018-09-17,Cloudy,74,0.0,9,6,83,0.0
12113,44114,2018-09-18,Sunny,80,0.0,10,6,67,0.0
12114,44114,2018-09-19,Sunny,72,0.0,13,6,64,0.0
12115,44114,2018-09-20,Sunny,83,0.0,14,6,61,0.0
12116,44114,2018-09-21,Patchy rain possible,79,0.0,31,5,74,0.0
12117,44114,2018-09-22,Overcast,60,0.0,12,6,60,0.0
12118,44114,2018-09-23,Sunny,69,0.0,13,6,55,0.0
12119,44114,2018-09-24,Overcast,68,0.0,25,6,84,0.0
12120,44114,2018-09-25,Overcast,73,0.0,22,6,85,0.0
12121,44114,2018-09-26,Sunny,66,0.0,22,6,62,0.0
12122,44114,2018-09-27,Partly cloudy,64,0.0,9,6,58,0.0
12123,44114,2018-09-28,Sunny,70,0.0,18,6,56,0.0
12124,44114,2018-09-29,Sunny,59,0.0,10,6,47,0.0
12125,44114,2018-09-30,Partly cloudy,73,0.0,8,6,67,0.0
12126,44114,2018-10-01,Sunny,75,0.0,3,6,69,0.0
12127,44114,2018-10-02,Moderate or heavy rain shower,71,0.0,19,4,85,0.1
12128,44114,2018-10-03,Partly cloudy,76,0.0,17,6,79,0.0
12129,44114,2018-10-04,Sunny,62,0.0,24,6,68,0.0
12130,44114,2018-10-05,Light drizzle,63,0.0,9,1,80,0.0
12136,44114,2018-10-06,Sunny,80,0.0,15,6,68,0.0
12137,44114,2018-10-07,Cloudy,69,0.0,14,6,86,0.0
12138,44114,2018-10-08,Sunny,81,0.0,13,6,65,0.0
12139,44114,2018-10-09,Sunny,80,0.0,13,6,68,0.0
12140,44114,2018-10-10,Partly cloudy,79,0.0,22,6,64,0.0
12141,44114,2018-10-11,Partly cloudy,58,0.0,27,6,69,0.0
12142,44114,2018-10-12,Overcast,49,0.0,19,6,68,0.0
12143,44114,2018-10-13,Partly cloudy,50,0.0,17,6,62,0.0
12144,44114,2018-10-14,Sunny,58,0.0,11,6,49,0.0
12145,44114,2018-10-15,Light rain shower,53,0.0,31,6,74,0.0
12146,44114,2018-10-16,Sunny,54,0.0,26,6,44,0.0
12147,44114,2018-10-17,Light rain shower,50,0.0,30,6,60,0.0
12148,44114,2018-10-18,Sunny,47,0.0,13,6,49,0.0
12149,44114,2018-10-19,Partly cloudy,56,0.0,24,6,53,0.0
12150,44114,2018-10-20,Light rain shower,51,0.0,35,6,65,0.0
12151,44114,2018-10-21,Partly cloudy,41,0.0,17,6,63,0.0
12152,44114,2018-10-22,Cloudy,56,0.0,16,6,55,0.0
12153,44114,2018-10-23,Cloudy,51,0.0,21,6,58,0.0
12154,44114,2018-10-24,Light rain shower,46,0.0,12,6,63,0.0
12155,44114,2018-10-25,Partly cloudy,48,0.0,1,6,54,0.0
12156,44114,2018-10-26,Light drizzle,48,0.0,19,1,76,0.0
12157,44114,2018-10-27,Overcast,47,0.0,1,6,85,0.0
12158,44114,2018-10-28,Moderate rain,46,0.0,17,4,90,0.2
12159,44114,2018-10-29,Cloudy,49,0.0,23,6,69,0.0
12160,44114,2018-10-30,Cloudy,55,0.0,17,6,66,0.0
12161,44114,2018-10-31,Light rain,55,0.0,17,5,90,0.1
12162,44114,2018-11-01,Light rain,47,0.0,25,5,90,0.0
12163,44114,2018-11-02,Overcast,47,0.0,15,6,78,0.0
12164,44114,2018-11-03,Overcast,47,0.0,21,6,61,0.0
12165,44114,2018-11-04,Sunny,54,0.0,21,6,59,0.0
12170,44114,2018-11-05,Patchy rain possible,57,0.0,13,5,76,0.0
12171,44114,2018-11-06,Light rain shower,52,0.0,42,6,69,0.0
12172,44114,2018-11-07,Partly cloudy,44,0.0,27,6,63,0.0
12173,44114,2018-11-08,Partly cloudy,41,0.0,8,6,57,0.0
12174,44114,2018-11-09,Overcast,40,0.0,25,6,85,0.0
12175,44114,2018-11-10,Blizzard,33,0.1,30,0,79,0.0
12176,44114,2018-11-11,Sunny,39,0.0,12,6,55,0.0
12177,44114,2018-11-12,Partly cloudy,41,0.0,3,6,49,0.0
12178,44114,2018-11-13,Light snow,35,0.7,24,6,66,0.0
12179,44114,2018-11-14,Cloudy,30,0.1,3,6,53,0.0
12180,44114,2018-11-15,Light rain,36,0.0,23,5,90,0.1
12181,44114,2018-11-16,Moderate snow,37,0.1,29,3,85,0.0
12182,44114,2018-11-17,Overcast,39,0.1,12,6,74,0.0
12183,44114,2018-11-18,Light rain,38,0.0,4,5,90,0.1
12184,44114,2018-11-19,Light drizzle,39,0.0,1,1,84,0.0
12185,44114,2018-11-20,Moderate or heavy snow showers,32,1.0,19,4,68,0.0
12186,44114,2018-11-21,Heavy snow,33,0.6,23,1,71,0.0
12187,44114,2018-11-22,Partly cloudy,26,0.2,14,6,58,0.0
12188,44114,2018-11-23,Sunny,43,0.0,19,6,74,0.0
12189,44114,2018-11-24,Light drizzle,47,0.0,19,1,87,0.0
12190,44114,2018-11-25,Partly cloudy,46,0.0,4,6,73,0.0
12191,44114,2018-11-26,Overcast,40,0.0,33,6,85,0.0
12192,44114,2018-11-27,Heavy snow,31,0.7,26,1,78,0.0
12193,44114,2018-11-28,Blizzard,29,0.0,27,0,82,0.0
12194,44114,2018-11-29,Cloudy,33,0.0,14,6,80,0.0
12195,44114,2018-11-30,Cloudy,36,0.0,5,6,85,0.0
12196,44114,2018-12-01,Overcast,41,0.0,21,6,93,0.0
12197,44114,2018-12-02,Sunny,57,0.0,25,6,59,0.0
12198,44114,2018-12-03,Heavy snow,36,0.8,20,1,80,0.0
12199,44114,2018-12-04,Light snow showers,32,0.4,10,6,69,0.0
12200,44114,2018-12-05,Overcast,32,0.3,19,6,65,0.0
12206,44114,2018-12-06,Blizzard,33,0.1,28,0,86,0.1
12207,44114,2018-12-07,Moderate or heavy snow showers,30,0.4,13,4,68,0.0
12208,44114,2018-12-08,Sunny,26,0.1,7,6,64,0.0
12209,44114,2018-12-09,Sunny,30,0.0,6,6,67,0.0
12210,44114,2018-12-10,Light snow,29,0.0,9,6,78,0.0
12211,44114,2018-12-11,Sunny,33,0.0,19,6,70,0.0
12212,44114,2018-12-12,Sunny,37,0.0,22,6,77,0.0
12213,44114,2018-12-13,Sunny,37,0.0,3,6,84,0.0
12214,44114,2018-12-14,Partly cloudy,45,0.0,5,6,85,0.0
12215,44114,2018-12-15,Overcast,41,0.0,21,6,72,0.0
12216,44114,2018-12-16,Partly cloudy,39,0.0,11,6,82,0.0
12217,44114,2018-12-17,Partly cloudy,35,0.0,19,6,65,0.0
12218,44114,2018-12-18,Sunny,34,0.0,4,6,63,0.0
12219,44114,2018-12-19,Sunny,42,0.0,10,6,52,0.0
12220,44114,2018-12-20,Overcast,43,0.0,6,6,81,0.0
12221,44114,2018-12-21,Overcast,39,0.0,23,6,88,0.0
12222,44114,2018-12-22,Moderate snow,33,0.7,20,3,76,0.0
12223,44114,2018-12-23,Light snow,37,0.1,12,6,81,0.0
12224,44114,2018-12-24,Light snow showers,32,0.2,22,6,62,0.0
12225,44114,2018-12-25,Partly cloudy,34,0.0,8,6,55,0.0
12226,44114,2018-12-26,Partly cloudy,39,0.0,6,6,78,0.0
12227,44114,2018-12-27,Cloudy,41,0.0,27,6,77,0.0
12228,44114,2018-12-28,Partly cloudy,52,0.0,21,6,77,0.0
12229,44114,2018-12-29,Moderate or heavy snow showers,33,0.2,13,4,70,0.0
12230,44114,2018-12-30,Sunny,38,0.0,14,6,58,0.0
12231,44114,2018-12-31,Overcast,44,0.0,25,6,92,0.0
12232,94621,2015-09-01,Sunny,79,0.0,14,6,36,0.0
12233,94621,2015-09-02,Sunny,70,0.0,21,6,61,0.0
12234,94621,2015-09-03,Sunny,68,0.0,14,6,49,0.0
12235,94621,2015-09-04,Sunny,74,0.0,14,6,46,0.0
12236,94621,2015-09-05,Sunny,74,0.0,14,6,48,0.0
12237,94621,2015-09-06,Sunny,80,0.0,18,6,24,0.0
12238,94621,2015-09-07,Sunny,87,0.0,12,6,17,0.0
12239,94621,2015-09-08,Sunny,90,0.0,15,6,17,0.0
12240,94621,2015-09-09,Sunny,91,0.0,14,6,19,0.0
12241,94621,2015-09-10,Sunny,87,0.0,16,6,25,0.0
12242,94621,2015-09-11,Sunny,84,0.0,14,6,28,0.0
12243,94621,2015-09-12,Partly cloudy,73,0.0,6,6,52,0.0
12244,94621,2015-09-13,Sunny,76,0.0,12,6,53,0.0
12245,94621,2015-09-14,Partly cloudy,68,0.0,20,6,70,0.0
12246,94621,2015-09-15,Sunny,65,0.0,26,6,51,0.0
12247,94621,2015-09-16,Sunny,71,0.0,15,6,48,0.0
12248,94621,2015-09-17,Sunny,71,0.0,15,6,49,0.0
12249,94621,2015-09-18,Sunny,74,0.0,14,6,46,0.0
12250,94621,2015-09-19,Sunny,74,0.0,14,6,46,0.0
12251,94621,2015-09-20,Sunny,91,0.0,10,6,19,0.0
12252,94621,2015-09-21,Sunny,86,0.0,15,6,22,0.0
12253,94621,2015-09-22,Sunny,65,0.0,15,6,59,0.0
12254,94621,2015-09-23,Sunny,78,0.0,15,6,36,0.0
12255,94621,2015-09-24,Sunny,84,0.0,13,6,25,0.0
12256,94621,2015-09-25,Sunny,76,0.0,14,6,36,0.0
12257,94621,2015-09-26,Sunny,75,0.0,13,6,42,0.0
12258,94621,2015-09-27,Sunny,76,0.0,10,6,39,0.0
12259,94621,2015-09-28,Sunny,71,0.0,13,6,50,0.0
12260,94621,2015-09-29,Partly cloudy,67,0.0,11,6,57,0.0
12261,94621,2015-09-30,Cloudy,66,0.0,2,6,73,0.0
12262,94621,2015-10-01,Sunny,70,0.0,15,6,63,0.0
12263,94621,2015-10-02,Sunny,74,0.0,18,6,47,0.0
12264,94621,2015-10-03,Sunny,62,0.0,27,6,62,0.0
12265,94621,2015-10-04,Sunny,71,0.0,13,6,51,0.0
12266,94621,2015-10-05,Sunny,71,0.0,20,6,56,0.0
12272,94621,2015-10-06,Sunny,70,0.0,12,6,68,0.0
12273,94621,2015-10-07,Sunny,74,0.0,15,6,56,0.0
12274,94621,2015-10-08,Overcast,79,0.0,11,6,36,0.0
12275,94621,2015-10-09,Sunny,77,0.0,14,6,37,0.0
12276,94621,2015-10-10,Sunny,71,0.0,17,6,69,0.0
12277,94621,2015-10-11,Sunny,74,0.0,14,6,57,0.0
12278,94621,2015-10-12,Sunny,84,0.0,5,6,32,0.0
12279,94621,2015-10-13,Sunny,84,0.0,10,6,34,0.0
12280,94621,2015-10-14,Sunny,78,0.0,12,6,48,0.0
12281,94621,2015-10-15,Sunny,70,0.0,12,6,56,0.0
12282,94621,2015-10-16,Sunny,72,0.0,13,6,62,0.0
12283,94621,2015-10-17,Partly cloudy,67,0.0,17,6,76,0.0
12284,94621,2015-10-18,Sunny,67,0.0,20,6,66,0.0
12285,94621,2015-10-19,Sunny,68,0.0,15,6,59,0.0
12286,94621,2015-10-20,Sunny,76,0.0,14,6,34,0.0
12287,94621,2015-10-21,Sunny,75,0.0,13,6,39,0.0
12288,94621,2015-10-22,Sunny,74,0.0,8,6,39,0.0
12289,94621,2015-10-23,Sunny,59,0.0,5,6,78,0.0
12290,94621,2015-10-24,Partly cloudy,67,0.0,10,6,58,0.0
12291,94621,2015-10-25,Sunny,68,0.0,12,6,65,0.0
12292,94621,2015-10-26,Sunny,74,0.0,8,6,41,0.0
12293,94621,2015-10-27,Partly cloudy,67,0.0,4,6,59,0.0
12294,94621,2015-10-28,Sunny,66,0.0,19,6,70,0.0
12295,94621,2015-10-29,Sunny,71,0.0,15,6,38,0.0
12296,94621,2015-10-30,Sunny,74,0.0,10,6,36,0.0
12297,94621,2015-10-31,Sunny,71,0.0,13,6,55,0.0
12298,94621,2015-11-01,Partly cloudy,66,0.0,10,6,78,0.0
12299,94621,2015-11-02,Sunny,60,0.0,18,6,66,0.0
12300,94621,2015-11-03,Sunny,63,0.0,14,6,37,0.0
12301,94621,2015-11-04,Sunny,61,0.0,10,6,32,0.0
12306,94621,2015-11-05,Sunny,61,0.0,6,6,44,0.0
12307,94621,2015-11-06,Sunny,63,0.0,10,6,42,0.0
12308,94621,2015-11-07,Sunny,63,0.0,9,6,50,0.0
12309,94621,2015-11-08,Partly cloudy,59,0.0,14,6,74,0.0
12310,94621,2015-11-09,Sunny,55,0.0,17,6,67,0.0
12311,94621,2015-11-10,Sunny,57,0.0,5,6,54,0.0
12312,94621,2015-11-11,Sunny,58,0.0,6,6,47,0.0
12313,94621,2015-11-12,Sunny,60,0.0,8,6,48,0.0
12314,94621,2015-11-13,Sunny,61,0.0,2,6,41,0.0
12315,94621,2015-11-14,Sunny,60,0.0,9,6,66,0.0
12316,94621,2015-11-15,Sunny,55,0.0,33,6,50,0.0
12317,94621,2015-11-16,Sunny,57,0.0,14,6,37,0.0
12318,94621,2015-11-17,Sunny,60,0.0,5,6,59,0.0
12319,94621,2015-11-18,Sunny,62,0.0,6,6,69,0.0
12320,94621,2015-11-19,Sunny,63,0.0,6,6,54,0.0
12321,94621,2015-11-20,Sunny,64,0.0,6,6,63,0.0
12322,94621,2015-11-21,Overcast,64,0.0,7,6,49,0.0
12323,94621,2015-11-22,Partly cloudy,62,0.0,2,6,53,0.0
12324,94621,2015-11-23,Sunny,56,0.0,10,6,75,0.0
12325,94621,2015-11-24,Sunny,52,0.0,21,6,58,0.0
12326,94621,2015-11-25,Sunny,51,0.0,7,6,49,0.0
12327,94621,2015-11-26,Sunny,50,0.0,10,6,37,0.0
12328,94621,2015-11-27,Sunny,51,0.0,5,6,39,0.0
12329,94621,2015-11-28,Sunny,50,0.0,7,6,38,0.0
12330,94621,2015-11-29,Sunny,50,0.0,3,6,41,0.0
12331,94621,2015-11-30,Partly cloudy,48,0.0,6,6,49,0.0
12332,94621,2015-12-01,Sunny,53,0.0,1,6,43,0.0
12333,94621,2015-12-02,Partly cloudy,55,0.0,6,6,41,0.0
12334,94621,2015-12-03,Sunny,49,0.0,8,6,72,0.0
12335,94621,2015-12-04,Partly cloudy,55,0.0,3,6,70,0.0
12336,94621,2015-12-05,Sunny,55,0.0,1,6,54,0.0
12342,94621,2015-12-06,Cloudy,59,0.0,3,6,78,0.0
12343,94621,2015-12-07,Sunny,59,0.0,4,6,77,0.0
12344,94621,2015-12-08,Partly cloudy,59,0.0,1,6,76,0.0
12345,94621,2015-12-09,Overcast,61,0.0,3,6,83,0.0
12346,94621,2015-12-10,Sunny,57,0.0,14,6,63,0.0
12347,94621,2015-12-11,Sunny,54,0.0,15,6,66,0.0
12348,94621,2015-12-12,Sunny,54,0.0,6,6,63,0.0
12349,94621,2015-12-13,Sunny,50,0.0,27,6,66,0.0
12350,94621,2015-12-14,Sunny,52,0.0,17,6,45,0.0
12351,94621,2015-12-15,Sunny,52,0.0,14,6,42,0.0
12352,94621,2015-12-16,Sunny,51,0.0,6,6,52,0.0
12353,94621,2015-12-17,Sunny,55,0.0,3,6,68,0.0
12354,94621,2015-12-18,Partly cloudy,53,0.0,8,5,66,0.0
12355,94621,2015-12-19,Partly cloudy,52,0.0,9,6,63,0.0
12356,94621,2015-12-20,Overcast,51,0.0,17,6,86,0.0
12357,94621,2015-12-21,Overcast,57,0.0,31,6,94,0.0
12358,94621,2015-12-22,Overcast,56,0.0,26,6,85,0.0
12359,94621,2015-12-23,Sunny,52,0.0,20,6,58,0.0
12360,94621,2015-12-24,Sunny,48,0.0,23,6,68,0.0
12361,94621,2015-12-25,Sunny,48,0.0,9,6,65,0.0
12362,94621,2015-12-26,Sunny,49,0.0,6,6,39,0.0
12363,94621,2015-12-27,Partly cloudy,44,0.0,3,6,58,0.0
12364,94621,2015-12-28,Partly cloudy,52,0.0,5,6,66,0.0
12365,94621,2015-12-29,Sunny,48,0.0,3,6,51,0.0
12366,94621,2015-12-30,Cloudy,47,0.0,8,6,67,0.0
12367,94621,2015-12-31,Sunny,49,0.0,9,6,57,0.0
12368,94621,2016-01-01,Sunny,46,0.0,13,6,44,0.0
12369,94621,2016-01-02,Sunny,49,0.0,9,6,53,0.0
12370,94621,2016-01-03,Cloudy,54,0.0,7,6,57,0.0
12371,94621,2016-01-04,Partly cloudy,53,0.0,5,6,63,0.0
12372,94621,2016-09-01,Partly cloudy,66,0.0,14,6,60,0.0
12373,94621,2016-09-02,Sunny,70,0.0,16,6,51,0.0
12374,94621,2016-09-03,Sunny,65,0.0,18,6,60,0.0
12375,94621,2016-09-04,Sunny,68,0.0,15,6,52,0.0
12376,94621,2016-09-05,Sunny,72,0.0,17,6,44,0.0
12377,94621,2016-09-06,Sunny,79,0.0,15,6,33,0.0
12378,94621,2016-09-07,Sunny,84,0.0,15,6,30,0.0
12379,94621,2016-09-08,Sunny,68,0.0,14,6,59,0.0
12380,94621,2016-09-09,Sunny,70,0.0,12,6,54,0.0
12381,94621,2016-09-10,Sunny,70,0.0,13,6,55,0.0
12382,94621,2016-09-11,Sunny,65,0.0,15,6,68,0.0
12383,94621,2016-09-12,Sunny,62,0.0,18,6,63,0.0
12384,94621,2016-09-13,Sunny,69,0.0,9,6,51,0.0
12385,94621,2016-09-14,Sunny,71,0.0,15,6,50,0.0
12386,94621,2016-09-15,Sunny,69,0.0,15,6,51,0.0
12387,94621,2016-09-16,Sunny,74,0.0,12,6,44,0.0
12388,94621,2016-09-17,Sunny,79,0.0,11,6,34,0.0
12389,94621,2016-09-18,Sunny,87,0.0,12,6,27,0.0
12390,94621,2016-09-19,Sunny,84,0.0,13,6,35,0.0
12391,94621,2016-09-20,Sunny,72,0.0,13,6,39,0.0
12392,94621,2016-09-21,Sunny,66,0.0,25,6,48,0.0
12393,94621,2016-09-22,Sunny,66,0.0,17,6,48,0.0
12394,94621,2016-09-23,Sunny,70,0.0,18,6,41,0.0
12395,94621,2016-09-24,Sunny,79,0.0,14,6,40,0.0
12396,94621,2016-09-25,Sunny,88,0.0,6,6,22,0.0
12397,94621,2016-09-26,Sunny,89,0.0,13,6,20,0.0
12398,94621,2016-09-27,Sunny,82,0.0,13,6,27,0.0
12399,94621,2016-09-28,Sunny,68,0.0,13,6,55,0.0
12400,94621,2016-09-29,Sunny,64,0.0,13,6,52,0.0
12401,94621,2016-09-30,Sunny,62,0.0,23,6,54,0.0
12402,94621,2016-10-01,Sunny,66,0.0,22,6,52,0.0
12403,94621,2016-10-02,Sunny,64,0.0,24,6,51,0.0
12404,94621,2016-10-03,Cloudy,62,0.0,8,6,69,0.0
12405,94621,2016-10-04,Sunny,65,0.0,19,6,57,0.0
12406,94621,2016-10-05,Sunny,67,0.0,19,6,47,0.0
12412,94621,2016-10-06,Sunny,72,0.0,14,6,35,0.0
12413,94621,2016-10-07,Cloudy,78,0.0,8,6,24,0.0
12414,94621,2016-10-08,Sunny,81,0.0,7,6,23,0.0
12415,94621,2016-10-09,Partly cloudy,76,0.0,11,6,31,0.0
12416,94621,2016-10-10,Sunny,65,0.0,13,6,60,0.0
12417,94621,2016-10-11,Partly cloudy,64,0.0,12,6,65,0.0
12418,94621,2016-10-12,Sunny,62,0.0,12,6,67,0.0
12419,94621,2016-10-13,Sunny,68,0.0,9,6,61,0.0
12420,94621,2016-10-14,Overcast,62,0.0,7,6,89,0.0
12421,94621,2016-10-15,Cloudy,65,0.0,27,6,85,0.0
12422,94621,2016-10-16,Partly cloudy,64,0.0,27,6,77,0.0
12423,94621,2016-10-17,Sunny,64,0.0,17,6,61,0.0
12424,94621,2016-10-18,Sunny,66,0.0,15,6,53,0.0
12425,94621,2016-10-19,Sunny,71,0.0,12,6,36,0.0
12426,94621,2016-10-20,Sunny,75,0.0,6,6,41,0.0
12427,94621,2016-10-21,Sunny,70,0.0,15,6,55,0.0
12428,94621,2016-10-22,Cloudy,65,0.0,12,6,55,0.0
12429,94621,2016-10-23,Sunny,64,0.0,12,6,61,0.0
12430,94621,2016-10-24,Overcast,63,0.0,25,6,68,0.0
12431,94621,2016-10-25,Partly cloudy,68,0.0,12,6,64,0.0
12432,94621,2016-10-26,Sunny,68,0.0,12,6,56,0.0
12433,94621,2016-10-27,Overcast,61,0.0,3,6,81,0.0
12434,94621,2016-10-28,Cloudy,65,0.0,7,6,81,0.0
12435,94621,2016-10-29,Sunny,66,0.0,9,6,67,0.0
12436,94621,2016-10-30,Sunny,62,0.0,18,6,73,0.0
12437,94621,2016-10-31,Partly cloudy,62,0.0,21,6,63,0.0
12438,94621,2016-11-01,Sunny,61,0.0,8,6,61,0.0
12439,94621,2016-11-02,Sunny,64,0.0,8,6,57,0.0
12440,94621,2016-11-03,Sunny,66,0.0,4,6,54,0.0
12441,94621,2016-11-04,Sunny,68,0.0,3,6,57,0.0
12446,94621,2016-11-05,Sunny,63,0.0,9,6,77,0.0
12447,94621,2016-11-06,Sunny,65,0.0,5,6,72,0.0
12448,94621,2016-11-07,Sunny,67,0.0,3,6,70,0.0
12449,94621,2016-11-08,Sunny,70,0.0,4,6,67,0.0
12450,94621,2016-11-09,Sunny,70,0.0,3,6,64,0.0
12451,94621,2016-11-10,Sunny,70,0.0,3,6,60,0.0
12452,94621,2016-11-11,Partly cloudy,67,0.0,7,6,60,0.0
12453,94621,2016-11-12,Sunny,66,0.0,14,6,73,0.0
12454,94621,2016-11-13,Sunny,66,0.0,6,6,68,0.0
12455,94621,2016-11-14,Sunny,64,0.0,7,6,76,0.0
12456,94621,2016-11-15,Partly cloudy,60,0.0,17,6,81,0.0
12457,94621,2016-11-16,Sunny,57,0.0,23,6,54,0.0
12458,94621,2016-11-17,Sunny,56,0.0,4,6,49,0.0
12459,94621,2016-11-18,Sunny,61,0.0,10,6,43,0.0
12460,94621,2016-11-19,Overcast,57,0.0,18,6,87,0.0
12461,94621,2016-11-20,Partly cloudy,58,0.0,4,6,84,0.0
12462,94621,2016-11-21,Sunny,58,0.0,14,6,71,0.0
12463,94621,2016-11-22,Sunny,56,0.0,5,6,68,0.0
12464,94621,2016-11-23,Sunny,56,0.0,13,6,59,0.0
12465,94621,2016-11-24,Sunny,54,0.0,5,6,59,0.0
12466,94621,2016-11-25,Cloudy,54,0.0,5,6,61,0.0
12467,94621,2016-11-26,Overcast,53,0.0,14,6,81,0.0
12468,94621,2016-11-27,Sunny,54,0.0,10,6,63,0.0
12469,94621,2016-11-28,Sunny,55,0.0,10,6,66,0.0
12470,94621,2016-11-29,Sunny,54,0.0,4,6,54,0.0
12471,94621,2016-11-30,Cloudy,54,0.0,10,6,76,0.0
12472,94621,2016-12-01,Partly cloudy,53,0.0,9,6,48,0.0
12473,94621,2016-12-02,Sunny,56,0.0,12,6,42,0.0
12474,94621,2016-12-03,Sunny,57,0.0,6,6,62,0.0
12475,94621,2016-12-04,Sunny,56,0.0,7,6,72,0.0
12476,94621,2016-12-05,Partly cloudy,53,0.0,3,6,80,0.0
12482,94621,2016-12-06,Sunny,52,0.0,15,6,61,0.0
12483,94621,2016-12-07,Cloudy,48,0.0,11,6,59,0.0
12484,94621,2016-12-08,Overcast,54,0.0,8,6,93,0.0
12485,94621,2016-12-09,Partly cloudy,59,0.0,4,6,89,0.0
12486,94621,2016-12-10,Fog,57,0.0,8,0,97,0.0
12487,94621,2016-12-11,Cloudy,51,0.0,4,6,75,0.0
12488,94621,2016-12-12,Sunny,53,0.0,4,6,71,0.0
12489,94621,2016-12-13,Overcast,52,0.0,1,6,83,0.0
12490,94621,2016-12-14,Overcast,58,0.0,8,6,83,0.0
12491,94621,2016-12-15,Overcast,57,0.0,16,6,94,0.0
12492,94621,2016-12-16,Sunny,50,0.0,24,6,62,0.0
12493,94621,2016-12-17,Sunny,46,0.0,3,6,53,0.0
12494,94621,2016-12-18,Sunny,47,0.0,5,6,45,0.0
12495,94621,2016-12-19,Sunny,48,0.0,6,6,58,0.0
12496,94621,2016-12-20,Sunny,52,0.0,3,6,61,0.0
12497,94621,2016-12-21,Sunny,56,0.0,5,6,63,0.0
12498,94621,2016-12-22,Sunny,53,0.0,4,6,57,0.0
12499,94621,2016-12-23,Partly cloudy,50,0.0,16,6,83,0.0
12500,94621,2016-12-24,Sunny,48,0.0,12,6,60,0.0
12501,94621,2016-12-25,Sunny,48,0.0,13,6,60,0.0
12502,94621,2016-12-26,Sunny,47,0.0,6,6,53,0.0
12503,94621,2016-12-27,Cloudy,50,0.0,3,6,54,0.0
12504,94621,2016-12-28,Sunny,52,0.0,3,6,61,0.0
12505,94621,2016-12-29,Sunny,53,0.0,5,6,64,0.0
12506,94621,2016-12-30,Sunny,54,0.0,8,6,65,0.0
12507,94621,2016-12-31,Sunny,52,0.0,7,6,61,0.0
12508,94621,2017-01-01,Sunny,49,0.0,20,6,61,0.0
12509,94621,2017-01-02,Partly cloudy,49,0.0,11,6,72,0.0
12510,94621,2017-01-03,Overcast,51,0.0,24,6,90,0.0
12511,94621,2017-01-04,Overcast,51,0.0,6,6,85,0.0
12512,94621,2017-09-01,Sunny,99,0.0,13,6,12,0.0
